title,authors,average_rating,isbn,# num_pages
Tortilla Flat,John Steinbeck,3.83,141185112,154
Raven (Orphans  #4),V.C. Andrews,3.70,671020315,192
Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,684868768,288
Keats's Poetry and Prose,John Keats-Jeffrey N. Cox,4.31,393924912,673
Venetia,Georgette Heyer,4.09,373771665,364
American Writers  Supplement VIII,Jay Parini-August Wilson,0.00,684806371,400
Middle Age: A Romance,Joyce Carol Oates,3.58,60934905,480
Brian's Winter,Gary Paulsen,4.01,385321988,133
100 Love Sonnets,Pablo Neruda-Stephen Tapscott,4.40,292760280,232
My Perfect Life (Confessions of a Teenage Drama Queen  #2),Dyan Sheldon,3.32,076362828X,208
Body Language (Mark Manning Mystery  #3),Michael Craft,3.90,1575665549,273
Diary of a Mistress,Miasha,4.35,743281594,182
The Olive Farm: A Memoir of Life  Love  and Olive Oil in the South of France,Carol Drinkwater,3.81,142001309,336
Harper Lee's To Kill a Mockingbird (Bloom's Guides),Harold Bloom-Harper Lee,4.40,791077640,98
Close Quarters (To the Ends of the Earth  #2),William Golding,3.80,571191452,288
A Cry In The Night,Mary Higgins Clark,3.85,743484355,352
Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.98,60519134,404
Ancilla to the Pre-Socratic Philosophers,Kathleen Banks Freeman-Hermann Alexander Diels,4.22,674035011,172
Tree and Leaf: Includes Mythopoeia and The Homecoming of Beorhtnoth,J.R.R. Tolkien,4.09,7105045,176
The Trumpeter of Krakow,Eric P. Kelly-Janina Domanska,3.76,689829922,224
Malcolm X Speaks: Selected Speeches and Statements,Malcolm X-George Breitman,4.45,802132138,240
Spring Torrents,Ivan Turgenev-Leonard Schapiro,3.94,014044369X,240
Angels Don't Know Karate (The Adventures Of The Bailey School Kids  #23),Debbie Dadey-Marcia Thornton Jones-John Steven Gurney,3.80,590849026,67
On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo-Boniface Ramsey-Edmund Hill,3.94,1565482018,540
HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.80,321430840,456
Team Yankee,Harold Coyle,4.06,425110427,330
The Five Bells and Bladebone (Richard Jury  #9),Martha Grimes,3.94,451410386,334
Eastern Standard Tribe,Cory Doctorow,3.49,765310457,223
Franny and Zooey,J.D. Salinger,3.98,316769029,201
Dreams from My Father: A Story of Race and Inheritance,Barack Obama,3.86,307383415,442
World's Fair,E.L. Doctorow,3.83,452275725,304
An Autobiography,Agatha Christie-Robert Welch Herrick,4.27,6353282,560
Neuromancer,William Gibson,3.89,441012035,384
The Poems of Emily Dickinson,Emily Dickinson-R.W. Franklin,4.25,674018249,690
The Centurion,Leonard Wibberley,4.06,688025897,251
A Summer to Remember (Bedwyn Prequels  #2),Mary Balogh,4.08,440236630,361
Faust,Johann Wolfgang von Goethe-Walter W. Arndt-Cyrus   Hamlin,3.97,393972828,752
The Last Days,Raymond Queneau-Barbara Wright-Vivian Kogan,3.80,1564781402,250
Nathaniel's Nutmeg: How One Man's Courage Changed the Course of History,Giles Milton,3.83,340696761,388
Blade Runner (Movie Tie In Edition),Philip K. Dick,4.08,345323882,216
Images and Symbols: Studies in Religious Symbolism,Mircea Eliade-Philip Mairet,4.15,069102068X,192
Tempest in Eden,Sandra Brown,3.47,446616818,229
The Bluest Eye,Toni Morrison,4.00,452282195,216
I Married a Communist (The American Trilogy  #2),Philip Roth,3.80,375707212,323
Walden & Resistance to Civil Government (Critical Edition),Owen  Thomas-William John Rossi-Henry David Thoreau-William Rossi,3.95,393959058,482
Frankenstein Makes a Sandwich,Adam Rex,4.21,152057668,40
V.S. Naipaul,Bruce Alvin King,2.00,1403904561,240
The Complete Calvin and Hobbes,Bill Watterson,4.82,740748475,1456
Leadership and the One Minute Manager: Increasing Effectiveness Through Situational Leadership,Kenneth H. Blanchard-Drea Zigarmi-Patricia Zigarmi,3.97,688039693,111
Orlando Furioso,Ludovico Ariosto-Guido Waldman,4.00,192836773,656
Lasher (Lives of the Mayfair Witches  #2),Anne Rice,3.85,99471434,883
The Burglar Who Traded Ted Williams (Bernie Rhodenbarr  #6),Lawrence Block,3.89,60731443,384
Power of an Hour: Business and Life Mastery in One Hour a Week,Dave Lakhani,3.31,471780936,205
An Odyssey in Learning and Perception,Eleanor J. Gibson,4.50,026257103X,654
The Coming of Age,Simone de Beauvoir-Patrick O'Brian,3.89,039331443X,592
Fablehaven (Fablehaven  #1),Brandon Mull,4.09,1590385810,351
Shipwreck (Island I),Gordon Korman-Holter Graham,3.80,439023319,0
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.10,226307948,188
Phantoms Don't Drive Sports Cars (The Adventures of the Bailey School Kids  #32),Debbie Dadey-Marcia Thornton Jones-John Steven Gurney,3.78,590189824,80
100 Strokes of the Brush Before Bed,Melissa Panarello-Lawrence Venuti,2.57,802117813,176
His Princess Devotional: A Royal Encounter With Your King,Sheri Rose Shepherd,5.00,1590529626,240
Madame Bovary (Critical Editions),Gustave Flaubert-Margaret Cohen-Eleanor Marx,3.66,393979172,576
Undead and Unappreciated (Undead  #3),MaryJanice Davidson,3.88,1597221287,279
Enchanted April: Acting Edition,Matthew Barber-Elizabeth von Arnim,3.59,822219751,73
Murder on the Yellow Brick Road (Toby Peters  #2),Stuart M. Kaminsky,3.62,743400003,192
Remembrance of Things Past (Boxed Set),Marcel Proust-C.K. Scott Moncrieff-Frederick A. Blossom-Joseph Wood Crutch,4.34,701125594,3400
Lunar Park,Bret Easton Ellis,3.62,375727272,404
Lamu: Urusei Yatsura  5,Rumiko Takahashi,4.29,8484497305,408
The Hannibal Lecter Trilogy,Thomas  Harris,4.42,434009059,1222
Menos que cero,Bret Easton Ellis,3.58,8433920561,182
The Library 1  Books 1-3.9,Apollodorus-James George Frazer,3.92,674991354,464
Self,Yann Martel,3.41,571219764,331
In the Shadow of No Towers,Art Spiegelman,3.68,670915416,48
We Are All in the Dumps with Jack and Guy,Maurice Sendak,3.82,62050141,56
Chesapeake,James A. Michener,4.17,812970438,1024
The Silmarillion,J.R.R. Tolkien-Christopher Tolkien-Ted Nasmith,3.91,261103660,368
Anacaona: Golden Flower  Haiti  1490,Edwidge Danticat,3.74,439499062,187
BSD Hacks,Lavigne,3.79,596006799,450
Leading with a Limp: Turning Your Struggles Into Strengths,Dan B. Allender,4.04,1578569508,206
In the Lake of the Woods,Tim O'Brien,3.78,061870986X,303
A Time to Embrace: Same-Gender Relationships in Religion  Law  and Politics,William Stacy Johnson,4.20,080282966X,330
The Night Remembers,Kathleen Eagle,3.79,380784912,355
First King of Shannara (The Original Shannara Trilogy #0),Terry Brooks,3.96,345396537,435
Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,608
The Smoke Jumper,Nicholas Evans,4.06,440235162,576
Death of a Celebrity (Hamish Macbeth  #17),M.C. Beaton,3.83,446612049,274
Architecture and Tourism: Perception  Performance and Place,D. Medina Lasansky,4.00,1859737099,320
An Unofficial Rose,Iris Murdoch,3.74,014002154X,288
Bittersweet: Recipes and Tales from a Life in Chocolate,Alice Medrich-Deborah Jones,4.28,1579651607,378
Hatchet Jobs: Writings on Contemporary Fiction,Dale Peck,3.48,1595580271,228
Last Chance Saloon,Marian Keyes,3.80,60086246,528
C Is For Corpse (Kinsey Millhone #3),Sue Grafton,3.89,156865233X,181
Neverwhere,Neil Gaiman,4.18,747266689,372
The Unicorn,Iris Murdoch,3.62,014002476X,270
Natural Health  Natural Medicine,Andrew Weil,4.12,618479031,448
Killer 7 Official Strategy Guide,Brady Games,4.00,744004446,128
The Awakening and Selected Stories,Kate Chopin-Cynthia Brantley Johnson-Alyssa  Harad,3.89,743487672,296
Flaming Iguanas: An Illustrated All-Girl Road Novel Thing,Erika Lopez,3.91,068485368X,288
The Brave Women of the Gulf Wars: Operation Desert Storm and Operation Iraqi Freedom,Karen Zeinert-Mary Miller,4.00,761327053,112
Cry to Heaven,Anne Rice,3.84,345396936,566
Letters from the Bay of Islands: The Story of Marianne Williams,Marianne Williams-Caroline Fitzgerald,3.57,143019295,270
Merry Christmas  Stinky Face,Lisa McCourt-Cyd Moore,3.99,439635772,32
The Chrestomanci Quartet (Chrestomanci  #1-4),Diana Wynne Jones,4.50,739414399,664
Plagues and Peoples,William H. McNeill,3.90,385121229,368
Icy Sparks,Gwyn Hyman Rubio,3.69,142000205,320
Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski-S.D. Schindler,3.93,525469788,32
The Last Days of Socrates,Plato-Hugh Tredennick-Harold Tarrant,4.07,140449280,256
The Brethren,John Grisham,3.73,385339674,384
Music in the Night (Logan  #4),V.C. Andrews,3.85,067153467X,320
Mount Vernon Love Story: A Novel of George and Martha Washington,Mary Higgins Clark,3.62,743448944,254
Sonnets,William Shakespeare-Barbara A. Mowat-Paul Werstine,4.25,671722875,391
The Wedding (The Notebook  #2),Nicholas Sparks,3.98,446615862,276
Faking It (Dempseys  #2),Jennifer Crusie,3.92,312932782,448
I Know Why the Caged Bird Sings,Maya Angelou,4.22,553279378,289
Bull Halsey,E.B. Potter,4.16,1591146917,440
Hot Stuff (Cate Madigan #1),Janet Evanovich-Leanne Banks,3.74,312941463,281
The Hunchback of Notre-Dame,Victor Hugo-Walter J. Cobb,3.99,451527887,510
D. H. Lawrence: The Life of an Outsider,John Worthen,4.02,1582433410,560
The London Blitz Murders (Disaster Series  #5),Max Allan Collins,3.72,425198057,272
The Simple Truth,Philip Levine-Harry Ford,4.22,679765840,69
The Lover,Marguerite Duras-Barbara Bray-Maxine Hong Kingston,3.75,375700528,117
The Family Way,Tony Parsons,3.51,7151241,400
The Toy Maker: The Life and Times of Inventor Frank Hornby,Anthony Mcreavy,3.00,91895812,352
Schmidt Delivered (Schmidt  #2),Louis Begley,3.59,345440838,320
Atonement,Ian McEwan,3.89,038572179X,351
Eight Black Horses (87th Precinct  #38),Ed McBain-Mark T. Sullivan,3.91,743463080,336
Darkest Fear (Myron Bolitar  #7),Harlan Coben,4.05,752849190,354
The New Annotated Sherlock Holmes: The Complete Short Stories,Arthur Conan Doyle-Leslie S. Klinger,4.63,393059162,1878
This Christmas,Jane Green-Jennifer Coburn-Liz Ireland,3.20,821778064,480
Law of Possession,Emma Richmond,3.41,263125505,188
God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.83,441294677,423
Love In A Blue Time,Hanif Kureishi,3.48,057119222X,212
The Night at the Museum,Milan Trenc,3.89,764136313,32
Shattered Dance,Caitlin Brennan,3.91,037380248X,442
Mind Over Money: How to Match Your Emotional Style to a Winning Financial Strategy,John W. Schott-Jean S. Arbeiter,2.67,316773786,260
Hot Spot (Mark Manning Mystery  #6),Michael Craft,3.87,312313640,288
George Washington and Benedict Arnold: A Tale of Two Patriots,Dave R. Palmer,4.27,1596980206,424
The Summer of Katya,Trevanian,3.98,1400098041,288
Question Quest (Xanth #14),Piers Anthony,3.71,380759489,368
Not Even Wrong: The Failure of String Theory and the Search for Unity in Physical Law,Peter Woit,3.93,465092756,291
Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,345478207,384
On Friendship,Michel de Montaigne-M.A. Screech,3.75,143036297,128
The Subterraneans,Jack Kerouac,3.68,141184892,192
Writing Secure Code,Michael  Howard-David LeBlanc,4.01,735617228,768
Youngblood Hawke,Herman Wouk,4.02,316955175,783
The Pizza That We Made,Joan Holub-Lynne Avril Cravath,3.48,142300195,32
The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,4.01,140443339,335
A Long Way Down,Nick Hornby,3.42,1594481938,368
Till We Have Faces: A Myth Retold,C.S. Lewis-Nadia May,4.19,786198389,9
Clockwork Orange,Anthony Burgess,3.99,345316413X,235
The Johnstown Flood,David McCullough,4.10,844662925,302
The Evidence-Based Social Work Skills Book,Barry R. Cournoyer,3.40,205358624,216
Mistaken Identity (Rosato & Associates  #4),Lisa Scottoline,3.87,6499953,504
Dark Rivers of the Heart / Sole Survivor / Intensity,Dean Koontz,4.41,970998716,700
Tokio blues (Norwegian Wood),Haruki Murakami-Lourdes Porta,4.03,8483103079,383
Prayers for Rain (Kenzie & Gennaro  #5),Dennis Lehane,4.09,380730367,375
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,Philip K. Howard,3.92,034543871X,272
Othello,William Shakespeare,3.88,743477553,314
Labyrinth of Evil (Star Wars: The Dark Lord Trilogy  #1),James Luceno,3.84,345475739,370
Breath  Eyes  Memory,Edwidge Danticat,3.87,037570504X,234
Diary of a Man in Despair,Friedrich Reck-Malleczewen-Paul Rubens-Richard J. Evans,4.22,1590175867,264
JoJo's Bizarre Adventure  Vol. 5 (Stardust Crusaders  #5),Hirohiko Araki,4.42,1421506548,208
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,307277674,489
The Franklin Affair,Jim Lehrer,3.12,345468031,208
The Sandman: King of Dreams,Alisa Kwitney-Neil Gaiman,4.62,811835928,180
Into the Labyrinth (The Death Gate Cycle  #6),Margaret Weis-Tracy Hickman,4.11,553567713,441
Forty Signs of Rain (Science in the Capital #1),Kim Stanley Robinson,3.54,553585800,393
The Condor And The Cows: A South American Travel Diary,Christopher Isherwood-William Caskey-Jeffrey Meyers,3.82,816639825,248
Alles ist erleuchtet,Jonathan Safran Foer-Dirk van Gunsteren,3.90,3462032178,384
Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,4.15,61051586,296
The Old Capital,Yasunari Kawabata-J. Martin Holman,3.78,1593760329,160
M Is for Magic,Neil Gaiman-Teddy Kristiansen,3.82,61186422,260
Marine: A Guided Tour of a Marine Expeditionary Unit (Guided Tour),Tom Clancy,3.83,425154548,336
Black Kiss,Howard Chaykin,3.58,1560973803,136
JLA  Vol. 4: Strength in Numbers,Grant Morrison-Mark Waid-Howard Porter-John Dell,3.91,1417658584,222
Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,3.49,345412818,288
The Far Side of the World (Aubrey/Maturin  #10),Patrick O'Brian,4.45,393324761,406
The Cultural Cold War: The CIA and the World of Arts and Letters,Frances Stonor Saunders,3.99,1565846648,509
Orwell in Spain: The Full Text of Homage to Catalonia  with Associated Articles  Reviews and Letters from the Complete Works of George Orwell,George Orwell-Christopher Hitchens,4.33,141185163,416
The Sea Wolf,Jack London,4.03,1598184318,425
Les jeux sont faits,Jean-Paul Sartre,3.96,2070394824,165
The Footprints of God,Greg Iles,3.77,743454146,528
Wifey / Smart Women,Judy Blume,3.69,743437578,560
The Icarus Agenda,Robert Ludlum,3.95,752858505,836
Much Ado About Nothing,William Shakespeare-Barbara A. Mowat-Paul Werstine-Robert          Jackson-Gail Kern Paster,4.06,743482751,246
Crossing to Safety,Wallace Stegner-Terry Tempest Williams-T.H. Watkins,4.16,037575931X,368
Children of the Thunder / The Tides of Time / The Crucible of Time,John Brunner,2.92,051712310X,800
Slaughterhouse: The Shocking Story of Greed  Neglect  And Inhumane Treatment Inside the U.S. Meat Industry,Gail A. Eisnitz,4.35,1591024501,328
Winter Dreams (Sweet Dreams  #141),Barbara Conklin,3.83,553270621,176
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,679745572,272
Wicked Sacrifice (Bound Hearts  #4-5),Lora Leigh,4.22,1419953966,290
The Cold Six Thousand (Underworld USA #2),James Ellroy,4.00,037572740X,688
President Nixon: Alone in the White House,Richard Reeves,3.96,743227190,704
Vida de Pi,Yann Martel,3.90,8423335127,323
The House of the Spirits (Everyman's Library),Isabel Allende-Magda Bogin,4.22,1857152816,488
The Cursed One (Wild Wulfs of London  #3),Ronda Thompson,4.02,312935757,305
Cults in Our Midst: The Continuing Fight Against Their Hidden Menace,Margaret Thaler Singer-Robert Jay Lifton,3.92,787967416,432
Rob Roy MacGregor,Nigel Tranter,3.92,1897784317,192
Five Complete Miss Marple Novels: The Mirror Crack'd / A Caribbean Mystery / Nemesis / What Mrs. McGillicuddy Saw! / The Body in the Library,Agatha Christie,4.39,517035804,650
Full Bloom (Full #5),Janet Evanovich-Charlotte Hughes,3.81,312934300,344
Euripides: Medea,William Allan,3.88,071563187X,160
Topsail Island: Mayberry by the Sea,Ray McAllister-Vicki McAllister,3.92,895873311,228
Moll Flanders,Daniel Defoe,3.52,1853260738,339
The Lion  the Witch and the Wardrobe (Chronicles of Narnia  #2),C.S. Lewis-Pauline Baynes,4.21,590254766,189
The Beatles and Philosophy: Nothing You Can Think that Can't Be Thunk,Michael Baur-Steven Baur-James S. Spiegel,3.63,812696069,288
The Annotated Christmas Carol,Charles Dickens-Michael Patrick Hearn-John Leech,4.04,393051587,266
El Extranjero,Albert Camus-Bonifacio del Carril,3.97,950042777X,143
JLA: Earth 2,Grant Morrison-Frank Quitely,3.96,1563896311,96
While I Was Gone,Sue Miller,3.68,345443284,304
Cliffs notes on Warren's All the King's Men,L. David Allen,3.40,822001462,80
The Enormous Crocodile,Roald Dahl-Quentin Blake,3.77,142302457,32
Robot Visions,Isaac Asimov-Ralph McQuarrie,4.22,451450647,496
Magical Creatures (Easy To Read! Easy To Draw!),Joan Holub-Dana Regan,3.00,843104368,48
Eden in the East: The Drowned Continent of Southeast Asia,Stephen Oppenheimer,3.96,753806797,575
Tales from the Dark Tower,Joseph Vargo-Christine Filipak-Eric Muss-Barnes-Jalone J. Haessig-Joseph Iorillo-Robert Michaels-Russell Novotny-James Pipik,4.23,967575605,282
Narrative of the Life of Frederick Douglass: An American Slave  Written by Himself,Frederick Douglass-David W. Blight,4.00,312257376,188
The Pilgrim's Regress,C.S. Lewis-Michael Hague,3.86,802806414,219
The Gunslinger's Bride (Montana Mavericks: Historicals #1),Cheryl St. John,3.66,373291779,304
Island,Aldous Huxley,3.85,60085495,354
Music & Silence,Rose Tremain,3.95,743418263,512
Small Gods (Discworld  #13),Terry Pratchett,4.29,552152978,400
Purgatorio (The Divine Comedy  #2),Dante Alighieri-Allen Mandelbaum-Laury Magnus-Anthony Oldcorn-Daniel Feldman-Barry Moser,4.02,055321344X,413
Hannibal: Enemy Of Rome,Leonard Cottrell,3.89,306804980,248
Rebellion (The MacGregors  #0.1),Nora Roberts,3.91,373285434,395
The Diary of Virginia Woolf  Volume One: 1915-1919,Virginia Woolf-Anne Olivier Bell-Quentin Bell,4.31,156260360,356
The Gabriel Hounds,Mary  Stewart,3.91,61145394,322
Feeling Better  Getting Better  Staying Better: Profound Self-Help Therapy for Your Emotions,Albert Ellis,3.67,1886230358,272
Under the Influence: The Disinformation Guide to Drugs,Preston Peet,3.64,1932857001,312
Skin Game (Dark Angel  #2),Max Allan Collins-Steve Saffel,3.56,034545183X,272
Beauty: The Invisible Embrace,John O'Donohue,4.45,60957263,261
Davita's Harp,Chaim Potok,3.98,449911837,371
Selected Poems of Herman Melville,Herman Melville-Robert Penn Warren,3.82,1567922694,512
The Janson Directive (Paul Janson  #1),Robert Ludlum,3.86,312989385,693
PanAroma: Jitterbug Perfume,Tom Robbins-Nikolaus Hansen,4.24,3499156717,556
Tess Of The D'urbervilles A Pure Woman,Thomas Hardy,3.79,861782321,263
Writing the Qualitative Dissertation: Understanding by Doing,Judith M. Meloy,3.71,805832890,242
Cities of Salt,Abdul Rahman Munif-Peter Theroux-Abdelrahman Munif,4.10,039475526X,627
El nombre de la Rosa,Umberto Eco,4.12,8426414370,792
The Line Between,Peter S. Beagle,4.12,1892391368,231
Debt of Bones (Sword of Truth  #0.5),Terry Goodkind,3.86,765351544,160
Interrupted Music: The Making of Tolkien's Mythology,Verlyn Flieger,4.18,873388240,172
Souvenir of Canada,Douglas Coupland,3.85,1550549170,144
Complete Short Stories  Vol 2,D.H. Lawrence,4.01,670000965,303
The Complete Book of Swords (Books of Swords  #1-3),Fred Saberhagen,4.05,1568650094,626
The Theory and Practice of Group Psychotherapy,Irvin D. Yalom-Molyn Leszcz,4.16,465092845,688
Foundation / I  Robot,Isaac Asimov,4.38,706421973,298
Confessions,Jean-Jacques Rousseau-Patrick Coleman-Angela Scholar,3.62,192822756,676
The Edge (FBI Thriller  #4),Catherine Coulter,3.96,515128600,341
Safe Conduct: An Autobiography and Other Writings,Boris Pasternak-B. Deutsch,3.79,081120135X,256
Big Dog... Little Dog,P.D. Eastman,4.11,375822976,48
Blind Willow  Sleeping Woman: 24 Stories,Haruki Murakami-Ellen Archer-Patrick Lawlor,3.84,1400102952,0
Summa Theologica  5 Vols,Thomas Aquinas,4.10,870610635,3020
Saint Augustine,Garry Wills,3.53,143035983,176
The Cider House Rules,John Irving-Grover Gardner,4.12,073660989X,26
Dracula Was a Woman: In Search of the Blood Countess of Transylvania,Raymond T. McNally,3.51,70456712,254
Art and Lies,Jeanette Winterson,3.87,679762701,240
Writing with Intent: Essays  Reviews  Personal Prose: 1983-2005,Margaret Atwood,4.08,078671767X,448
Ecuador Nature Guide: Southwest Forests:  Sozoranga Forest Project,Chris Jiggins-Pablo Andrade-Eduardo Cueva,5.00,1551052709,96
Cuba (Lonely Planet Country Guide),Lonely Planet-Conner Gorry-David Stanley,3.91,1740591208,448
Citizen X: Killer Department,Robert Cullen,4.03,804111642,258
Masters of Enterprise: Giants of American Business from John Jacob Astor and J.P. Morgan to Bill Gates and Oprah Winfrey,H.W. Brands,4.02,684854732,368
Castle of Wizardry (The Belgariad  #4),David Eddings,4.17,552148105,443
Falconer,John Cheever,3.66,224014013,224
The Smoke Thief (Drakon  #1),Shana Abe,3.74,553588044,352
When Red Is Black (Inspector Chen Cao #3),Qiu Xiaolong,3.76,156947396X,310
Another Day in Cubicle Paradise,Scott Adams,3.99,740721941,128
Winds of Fury (Valdemar: Mage Winds #3),Mercedes Lackey,4.05,886776120,423
Be Here Now,Ram Dass-Richard Alpert,4.29,517543052,416
Frankenstein,Mary Wollstonecraft Shelley-J. Paul Hunter,3.78,393964582,336
From Russia with Love,Ian Fleming,3.89,141187603,259
West Africa,Lonely Planet-Anthony Ham-Mary Fitzpatrick-Matt Phillips-Tim Bewer-Jean-Bernard Carillet-Paul Clammer-Michael Grosberg-Katharina Lobeck-James Bainbridge,3.69,1740597710,904
The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,4.03,067978117X,448
Introduction to Superstrings and M-Theory,Michio Kaku-Joseph L. Birman-H. Eugene Stanley-J.W. Lynn-M.P. Silverman-M. Voloshin,4.27,387985891,587
Lord Emsworth Acts for the Best,P.G. Wodehouse,4.13,141185740,182
Chocolate and the Art of Low-Fat Desserts,Alice Medrich,4.00,044651666X,192
The Dew Breaker,Edwidge Danticat,3.79,1400034299,244
The Essential Neruda: Selected Poems,Pablo Neruda-Mark Eisner-Lawrence Ferlinghetti-Robert Hass-Stephen Mitchell-Alastair Reid-Forrest Gander-Jack Hirschman-Stephen Kessler-John Felstiner,4.46,872864286,200
A Spiritual Journey,Ram Dass-Richard Alpert,4.14,1593976720,0
Sea of Fire (Tom Clancy's Op-Center  #10),Jeff Rovin-Tom Clancy-Steve Pieczenik,3.89,425190919,400
Principle-Centered Leadership,Stephen R. Covey,4.09,671792806,336
The Middle Passage,V.S. Naipaul,3.59,375708340,256
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.95,792274571,320
Earthquake in the Early Morning (Magic Tree House  #24),Mary Pope Osborne-Salvatore Murdocca,3.93,067989070X,96
Laura: The Life of Laura Ingalls Wilder,Donald Zochert,4.11,380016362,241
The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,4.15,786913142,408
Mary Queen of Scots,Antonia Fraser,4.04,038531129X,568
Glamourama,Bret Easton Ellis-Camila Batlles-Merce Lopez Arnabat,3.46,8440694407,545
Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,4.29,395706742,544
The BFG: A Set of Plays,Roald Dahl-David Wood,4.26,142407925,128
How to Breathe Underwater,Julie Orringer,3.96,014101508X,222
Reckless Love (MacKenzie-Blackthorn #1),Elizabeth Lowell,3.78,373772521,384
Der Medicus. Sonderausgabe.,Noah Gordon,4.37,3442449332,690
Los diarios de Nanny,Emma McLaughlin-Nicola Kraus,3.42,8420465607,392
Shadow of the Hegemon (The Shadow Series  #2),Orson Scott Card,3.94,812565959,451
The Short Stories of Ernest Hemingway,Ernest Hemingway,4.26,20518609,499
Eric,Terry Pratchett-Josh Kirby,3.75,575048360,126
Bryson's Dictionary of Troublesome Words: A Writer's Guide to Getting It Right,Bill Bryson,3.88,767910435,256
The Homecoming,Ray Bradbury-Dave McKean,4.09,60859628,56
As You Like It (No Fear Shakespeare),William Shakespeare-SparkNotes-John Crowther,3.83,1411401042,256
Confessions of a Shopaholic (Shopaholic  #1),Sophie Kinsella,3.63,440241413,368
Mercy,Jodi Picoult,3.57,743422449,400
Ice Castles,Leonore Fleischer,3.87,044970081X,220
Girl in the Shadows (Shadows  #2),V.C. Andrews,3.81,1416500529,400
Murder on the Orient Express (Hercule Poirot  #10),Agatha Christie,4.16,425200450,322
Homecoming (Tillerman Cycle  #1),Cynthia Voigt,3.93,689851324,416
Leadership in Organizations,Gary Yukl,3.68,131494848,542
The Turtle (The Lighthouse Family  #4),Cynthia Rylant-Preston McDaniels,4.08,689863128,48
In Search of Dracula: The History of Dracula and Vampires,Raymond T. McNally-Radu Florescu,3.86,395657830,320
Monsoon Summer,Mitali Perkins,3.83,440238404,257
The Black Dahlia Files: The Mob  the Mogul  and the Murder That Transfixed Los Angeles,Donald H. Wolfe,3.84,60582502,448
Homage to Catalonia,George Orwell-Lionel Trilling,4.15,156421178,232
The Moon in Hiding (The Green Lion Trilogy #2),Teresa Edgerton,4.00,441542158,208
Presidential Assassins (History Makers),Patricia D. Netzley,3.60,1560066237,112
How it Ended,Jay McInerney,3.49,747553564,196
Betcha Can't Read Just One,Alan Dean Foster-George Alec Effinger-Jack McDevitt-Nina Kiriki Hoffman-Mike Resnick-R.A. Lafferty-Tobias Grace-Laura Resnick-Margaret Ball-Ron Goulart-Mel Gilden-Edward Wellen-Wolfgang Jeschke-Greg Costikyan-Esther M. Friesner-Steve Rasnic Tem,3.88,441248837,242
Billy Budd  marin,Herman Melville,3.11,2070709043,182
The Reality Dysfunction Part 2: Expansion (Night's Dawn 1),Peter F. Hamilton,4.30,446605166,572
Otherland: The City of Golden Shadow (Otherland  #1),Tad Williams,3.91,886777100,784
Conan: Sword of Skelos,Andrew J. Offutt,3.94,765340216,224
Special Topics in Calamity Physics,Marisha Pessl,3.71,067003777X,514
Marked (House of Night  #1),P.C. Cast-Kristin Cast,3.80,312360266,306
The Dive From Clausen's Pier,Ann Packer,3.42,375727132,432
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.80,60561181,384
Literature Circle Guide: A Wrinkle in Time,Tara MacCarthy,3.57,043927169X,32
How Angel Peterson Got His Name,Gary Paulsen,3.93,440229359,111
The Walking Dead  Vol. 3: Safety Behind Bars,Robert Kirkman-Charlie Adlard-Cliff Rathburn,4.31,1582404879,136
Attack of the Jaguar (Xtreme Adventure Inc.),M.A. Harvey-Garry Walton,3.40,1844580512,125
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,786856866,279
The Museum of Dr. Moses: Tales of Mystery and Suspense,Joyce Carol Oates,3.39,151015317,229
Ella Minnow Pea: A Novel in Letters,Mark Dunn,3.85,385722435,208
City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,4.17,333666380,288
Mine  All Mine!: A Book About Pronouns,Ruth Heller,4.07,698117972,48
Lord of the Shadows (Cirque Du Freak  #11),Darren Shan,4.22,316156280,220
